YEAR,MO,DY,T2M,T2MDEW,TS,T2M_MAX,T2M_MIN,QV2M,PRECTOTCORR,PS,WS10M,WD10M,WS50M,WD50M,RAIN
2013,1,14,17.22,8.72,15.91,25.57,9.26,7.02,0,101.31,2.01,324.44,2.88,324.88,NO
2013,1,15,17.33,10.15,16.67,25.43,9.94,7.69,0,101.48,2.62,290.94,3.88,290.81,NO
2013,1,16,17.54,9.57,17.1,25.74,9.69,7.39,0,101.6,2.04,229.25,3.2,229.56,NO
2013,1,17,19.62,11.06,18.59,27.73,12.19,8.18,0,101.59,1.93,263.06,2.71,248.75,NO
2013,1,18,20.54,11.67,19.43,28.96,12.87,8.48,0,101.59,1.66,138.5,2.45,138.38,NO
2013,1,19,20.47,13.88,20.15,28.84,13.15,9.83,0,101.49,2.03,282.62,2.98,281.94,NO
2013,1,20,19.42,14.08,19.88,26.71,13.27,9.89,0,101.52,3.7,331.12,5.86,331.56,NO
2013,1,21,17.43,8.62,17.82,25,11.28,6.9,0,101.74,3.7,343.5,5.84,343.88,NO
2013,1,22,16.3,6.13,16.62,25.15,9.19,5.86,0,101.78,4.36,314.31,7.04,329.62,NO
2013,1,23,14.79,2.63,15.07,25.37,6.91,4.58,0,101.69,4.07,330.75,6.62,331.12,NO
2013,1,24,14.57,2.62,14.91,25.57,5.44,4.58,0,101.65,4.07,335,6.8,335.44,NO
2013,1,25,14.48,2.84,14.92,24.55,6.3,4.64,0,101.69,4.11,340.75,6.69,340.94,NO
2013,1,26,14.4,1.9,14.59,24.41,6.87,4.33,0,101.71,4.23,338.56,6.84,338.69,NO
2013,1,27,14.37,3.98,14.55,24.38,6.11,5,0,101.66,3.81,329.56,6.09,329.88,NO
2013,1,28,14.68,4.37,14.47,22.97,9.24,5.13,0,101.55,3.62,328.19,6.16,328.5,NO
2013,1,29,15.14,3.63,15.23,25.65,6.31,4.94,0,101.46,3.28,313.88,5.22,314.06,NO
2013,1,30,15.57,4.01,15.71,25.69,7.08,5.07,0,101.56,3.03,319.56,4.91,319.75,NO
2013,1,31,16.86,5.26,16.83,26.89,8.58,5.49,0,101.62,3.1,328.69,4.92,328.94,NO
2013,2,1,15.12,6.42,14.19,20.55,11.4,5.92,0,101.62,2.61,309.31,4.18,309.88,NO
2013,2,2,17.05,6.17,16.58,26.01,9.35,5.86,0,101.48,2.77,333.44,4.04,333.5,NO
2013,2,3,19.14,7.48,18.9,27.91,11.07,6.41,0,101.4,2.79,323.31,4.23,323.5,NO
2013,2,4,20.1,8.15,19.79,29.45,11.21,6.71,0,101.55,2.41,276.69,3.63,277.31,NO
2013,2,5,21.01,9.15,20.8,30.57,12.75,7.2,0,101.61,2.59,337.19,3.84,337.75,NO
2013,2,6,22.17,9.54,22.33,32.25,13.58,7.39,0,101.43,2.87,309,4.45,309.75,NO
2013,2,7,23.3,13.42,23.81,32.19,15.53,9.52,0,101.19,3.27,324.62,5.35,325.25,NO
2013,2,8,22.7,13.57,23.34,29.96,17.73,9.64,0.26,101.23,4.41,338.31,6.86,338.69,YES
2013,2,9,19.97,6.5,20.62,28.48,13.97,5.98,0.02,101.38,4.19,325,6.66,325.19,YES
2013,2,10,18.15,2.03,18.68,28.79,9.33,4.39,0,101.38,4.2,328.5,6.64,328.81,NO
2013,2,11,19.22,4.33,19.69,29.87,9.56,5.25,0,101.31,3.73,330.94,6.01,331.25,NO
2013,2,12,19.63,5.83,19.96,29.22,11.75,5.74,0,101.29,3.76,331.12,5.95,331.5,NO
2013,2,13,21.55,7.86,22.08,31.49,14.12,6.59,0,101.19,4.08,328.31,6.73,328.56,NO
2013,2,14,22.39,9.6,22.98,31.98,13.91,7.45,0,101.17,3.57,323.06,5.65,323.31,NO
2013,2,15,23.47,9.47,24.25,32.99,14.5,7.39,0,101.18,2.46,316.06,3.85,302.06,NO
2013,2,16,23.94,10.68,24.95,33.18,15.48,8,0.06,101.02,2.45,150.38,4.07,153.62,YES
2013,2,17,22.48,13.28,23.24,29.29,18.1,9.46,2.85,100.94,3.5,131.5,4.73,131.56,YES
2013,2,18,20.84,13.64,21.91,27.64,15.93,9.77,7.16,101.17,3,272.19,4.51,272.38,YES
2013,2,19,19.58,9.73,20.65,27.86,12.14,7.45,0,101.31,3.4,319.5,5.51,319.75,NO
2013,2,20,20.39,9.46,21.28,29.25,12.51,7.32,0,101.32,3.94,332.69,6.39,332.88,NO
2013,2,21,20.53,8.4,21.36,29.71,12.76,6.77,0,101.36,3.95,330.38,6.37,330.62,NO
2013,2,22,21.48,6.71,22.01,31.83,12.94,6.1,0,101.43,3.89,336.25,6.17,336.81,NO
2013,2,23,22.65,7.69,23.25,33.83,13.09,6.53,0,101.35,3.95,332.31,6.46,332.94,NO
2013,2,24,23.9,8.82,24.67,34.37,14.06,7.02,0,101.31,3.63,333.06,5.9,333.62,NO
2013,2,25,24.67,11.5,25.63,33.6,16.97,8.36,0,101.34,3.9,333.69,6.04,333.88,NO
2013,2,26,24.4,11.45,25.44,33.11,17.19,8.36,0,101.36,3.78,338,5.88,338.31,NO
2013,2,27,23.65,6.28,24.43,33.74,15.46,5.92,0,101.22,3.95,324.44,6.31,324.81,NO
2013,2,28,24.48,8.75,25.35,35.26,14.59,7.02,0,101.01,4.02,318.31,6.67,319,NO
2013,3,1,23.43,5.55,24.32,33.29,15.12,5.74,0,101.15,4.6,325.75,6.91,325.94,NO
2013,3,2,22.45,4.4,23.48,33.12,12.87,5.19,0,101.28,3.62,322.62,5.84,322.94,NO
2013,3,3,22.87,5.28,23.72,33.58,13.37,5.49,0,101.25,3.48,324.06,5.51,324.56,NO
2013,3,4,23.73,5.74,24.27,34.18,13.71,5.68,0,101.31,2.79,305.94,4.17,306.38,NO
2013,3,5,24.35,8.01,25.01,34.65,14.98,6.71,0,101.37,2.76,302.5,4.2,302.88,NO
2013,3,6,24.95,9.87,25.74,34.87,16.13,7.75,0,101.34,2.55,282.25,3.95,282,NO
2013,3,7,24.71,6.95,25.7,34.96,15.44,6.47,0,101.32,2.33,299.81,3.67,300.62,NO
2013,3,8,24.7,6.3,25.63,35.19,15.1,5.98,0,101.25,2.69,301.81,4.12,302.75,NO
2013,3,9,25.13,8.18,25.69,34.69,15.99,6.84,0,101.04,2.46,294.25,3.65,294.56,NO
2013,3,10,26.03,13.13,27.22,35.76,17.39,10.01,0,100.93,3.09,231.25,4.57,230.5,NO
2013,3,11,27.8,17.72,29.42,36.37,20.52,13.06,0,100.91,3.17,224.25,4.89,225.06,NO
2013,3,12,28.64,16.96,30,37.44,21.65,12.51,0,100.85,2.73,253.56,4.24,254.56,NO
2013,3,13,28.51,13.12,29.63,37.87,21.12,10.07,0,100.98,1.8,261.38,2.67,261.5,NO
2013,3,14,28.11,15.83,29.23,36.17,21.2,11.6,0,101.05,2.3,226.75,3.54,225.69,NO
2013,3,15,27.98,16.71,28.55,35.1,21.96,12.21,0.11,101.16,1.91,246.25,3.24,247.56,YES
2013,3,16,29.21,15.05,30.51,37.95,21.26,10.86,0.2,101.24,2.28,214.69,3.51,200.62,YES
2013,3,17,28.47,16.97,29.75,36.88,22.06,12.15,5.95,101.14,2.27,282.81,3.47,283.56,YES
2013,3,18,27.44,12.4,28.19,35.15,20.46,9.22,0.03,100.86,2.94,275.31,4.2,275.25,YES
2013,3,19,27.41,12.61,28.47,36.31,19.55,9.64,0,100.83,3.26,238.31,5.02,238.75,NO
2013,3,20,28.6,15.57,29.86,37.25,21.14,11.6,0,100.86,2.62,244.5,4.09,244.75,NO
2013,3,21,29.27,15.15,30.27,38.43,21.16,11.35,0,100.65,3.38,250.31,5.15,251,NO
2013,3,22,29.69,18.29,30.85,38.1,22.78,13.55,0,100.51,3.77,214.19,5.65,215.75,NO
2013,3,23,30.05,19.08,31.9,38.18,23.2,14.1,0,100.76,2.37,201,3.46,201.44,NO
2013,3,24,30.23,18.33,31.73,38.83,23.66,13.49,1.07,100.8,2.87,239.5,4.39,241.31,YES
2013,3,25,30.84,15.95,31.97,39.51,23.12,11.72,0,100.53,3.59,252.69,5.27,253.19,NO
2013,3,26,30.9,14.83,31.89,39.55,22.76,11.23,0,100.48,3.05,277.94,4.41,277.69,NO
2013,3,27,31.4,13.36,32.22,39.89,23.31,10.44,0,100.58,2.73,266.69,3.95,266.38,NO
2013,3,28,31.25,17.3,32.73,40.64,22.48,12.7,0.01,100.67,2.8,243.5,4.23,244.69,YES
2013,3,29,30.87,13.64,32.42,39.4,23.1,10.25,0.11,100.69,2.95,266.12,4.51,266.62,YES
2013,3,30,31.4,18.61,32.76,39.87,23.86,13.49,1.33,100.51,4.13,226.81,5.9,227.88,YES
2013,3,31,31.66,19.76,33.97,39.71,24.63,14.59,0.09,100.57,2.63,185.69,3.73,187.44,YES
2013,4,1,31.84,20.05,34.08,39.98,25.03,14.83,0,100.68,3,222.56,4.15,224,NO
2013,4,2,32.26,20.13,34.63,40.01,25.4,14.83,0.11,100.74,3.36,203.94,4.57,205.62,YES
2013,4,3,32.85,17.74,34.91,41.88,24.98,13.06,0.01,100.57,3.46,251.94,4.89,253.25,YES
2013,4,4,33.48,17.47,35.1,41.45,26.24,12.82,0.04,100.25,5.04,249.38,6.89,252.06,YES
2013,4,5,31.69,9.98,32.94,40.87,22.9,8.12,0.12,100.26,4.55,278.19,6.73,278.88,YES
2013,4,6,30.9,8.01,32.23,40.62,21.96,7.75,0,100.37,3.78,256.75,5.74,257.12,NO
2013,4,7,31.03,11.43,32.63,40.83,23.06,10.38,0,100.31,3.45,246.19,5.3,246.69,NO
2013,4,8,31.66,15.39,33.6,41.52,23.03,12.21,0,100.42,3.83,230.88,5.62,233.06,NO
2013,4,9,32.36,17.74,34.56,41.96,24.53,13.67,0,100.47,4.02,215.62,5.52,218.06,NO
2013,4,10,32.44,18.99,34.75,41.91,25.15,14.4,0,100.45,4.41,200,5.78,202.06,NO
2013,4,11,32.2,20.76,34.12,41.27,25.98,15.62,2.12,100.44,5.75,195.19,7.21,196.44,YES
2013,4,12,31.35,21.7,32.58,39.87,25.85,16.36,6.57,100.61,5.14,195.31,6.75,196.75,YES
2013,4,13,32.51,19.98,34.08,41.75,25.99,15.01,0.02,100.66,5.22,204.12,6.77,206.31,YES
2013,4,14,32.8,17.89,34.22,41.9,26.21,13.37,0.04,100.63,5.69,230.38,7.6,231.62,YES
2013,4,15,32.41,18.69,34.15,40.22,25.95,13.85,0.64,100.38,4.48,227.94,6.2,229.31,YES
2013,4,16,32.16,20.54,33.75,40.58,25.73,15.38,2.11,100.13,5.42,197.62,7.11,198.75,YES
2013,4,17,31.74,20.15,33.51,40.47,24.86,15.44,7.49,100.06,3.53,199.56,4.84,202.12,YES
2013,4,18,29.95,23.03,31.03,36.62,25.94,17.76,8.29,100.36,4.9,175.62,6.5,176.88,YES
2013,4,19,30.62,22.1,31.64,37.92,25.52,16.78,7.58,100.44,4.26,198.19,5.97,199.62,YES
2013,4,20,28.74,19.92,29.59,33.48,24.74,14.65,1.41,100.66,2.51,215.62,3.94,217.56,YES
2013,4,21,28.19,19.52,28.8,33.87,24.61,14.22,4.37,100.83,3.59,225.75,5.52,226.5,YES
2013,4,22,27.94,19.51,29.29,33.48,23.19,14.16,2.54,100.9,3.1,218.62,4.3,220.06,YES
2013,4,23,29.31,20.57,30.94,35.9,23.48,15.2,2.4,100.91,3.46,205.44,4.98,206.75,YES
2013,4,24,29.78,21.71,31.09,35.12,24.38,16.24,8.45,100.92,2.02,241.19,3.16,241.62,YES
2013,4,25,30.61,21.05,32.32,37.38,24.73,15.69,0.93,100.84,3.3,218.88,4.79,220.69,YES
2013,4,26,31.51,21.98,33.16,38.76,25.59,16.6,0,100.71,4.47,208.19,5.98,209.62,NO
2013,4,27,32.59,21.73,34.14,41.05,26.34,16.54,1.28,100.41,4.53,212.44,5.99,215.25,YES
2013,4,28,33.52,22.62,35.27,41.65,27.56,17.46,0.17,100.3,4.6,205.94,5.89,208.88,YES
2013,4,29,33.32,22.05,35.4,41.99,26.83,17.21,0,100.33,3.7,201.31,4.82,205.19,NO
2013,4,30,33.63,23.26,35.65,42.51,27.47,18.25,0,100.35,4.95,196.69,6.16,199.06,NO
2013,5,1,33.8,23.46,35.49,42.62,27.65,18.37,0.51,100.08,6.38,203.94,7.98,206.31,YES
2013,5,2,34.37,21.8,36.37,43.37,27.66,16.91,0.08,99.82,5.96,205.69,7.48,208.38,YES
2013,5,3,33.56,23.12,35.4,41.4,28.43,18.01,1.59,99.88,7.17,204,8.95,205.88,YES
2013,5,4,32.01,23.77,33.53,38.85,27.42,18.55,2.21,100.16,8.23,194.31,10.31,195.62,YES
2013,5,5,30.77,24.63,32.01,36.33,27.26,19.47,7.6,100.35,7.59,187.56,9.57,189,YES
2013,5,6,31.1,24.79,31.93,37.21,27.67,19.65,2.5,100.28,7.59,192.81,9.66,194.75,YES
2013,5,7,31.97,24.61,33.29,38.26,27.29,19.47,0.55,100.23,6.37,196.88,8.1,198.94,YES
2013,5,8,33.42,24.41,35.31,40.71,27.91,19.41,3.29,100.08,3.95,203.25,5.16,207.94,YES
2013,5,9,33.48,24.48,34.98,41.54,27.91,19.53,2.35,100.05,5.66,198.19,7.09,200.62,YES
2013,5,10,32.56,25.26,33.87,39.48,28.01,20.32,1.14,100.1,6.57,192.25,8.2,194.12,YES
2013,5,11,33.38,24.7,35.05,41.06,28.27,19.71,1.52,100,5.88,188.12,7.32,190.06,YES
2013,5,12,30.62,24.32,31.19,36.08,27.2,19.17,16.42,100.27,5.27,184.56,6.91,185.62,YES
2013,5,13,29.34,24.27,29.66,33.15,26.71,19.04,14.64,100.36,6.16,180.81,8.2,181.62,YES
2013,5,14,30.98,22.05,32.51,37.02,25.6,16.66,1.73,100.24,3.27,192.56,4.73,192.38,YES
2013,5,15,30.65,23.46,31.76,36.12,26.8,18.25,5.18,100.11,3.43,138,4.47,137.62,YES
2013,5,16,31.71,21.17,32.69,39.5,24.8,15.99,1.93,99.92,4.62,218.81,6.25,203.62,YES
2013,5,17,32.01,24.23,33.21,38.11,27.17,19.04,3.79,100.24,5.44,187.62,7.13,188.94,YES
2013,5,18,31.15,25.28,32.11,36.31,27.3,20.26,6.99,100.21,6.27,187.19,8.07,188.56,YES
2013,5,19,30.9,25.74,31.54,36,27.8,20.81,12.21,100.15,6.93,186.75,8.93,188,YES
2013,5,20,30.98,26.3,31.51,35.66,27.53,21.55,17.08,100.08,4.37,196.06,5.89,198.31,YES
2013,5,21,30.81,26.11,31.51,35.33,27.5,21.3,3.38,100.11,3.84,193.62,5.21,195.69,YES
2013,5,22,31.37,25.87,32.2,36.26,27.67,21.06,0.3,100,3.27,167.06,4.54,168.25,YES
2013,5,23,30.71,26.58,31.4,34.59,27.96,21.91,0.57,99.95,3.93,186.88,5.14,188.44,YES
2013,5,24,30.62,26.95,31.12,34.34,27.83,22.46,6.48,99.89,3.37,167.25,4.74,168.56,YES
2013,5,25,30.96,26.27,31.76,35.46,27.49,21.61,2.77,99.88,2.4,150.38,3.46,150.62,YES
2013,5,26,30.01,26.63,30.42,32.92,27.83,21.97,1.12,99.98,3.16,127.25,4.41,127.44,YES
2013,5,27,29.76,24.25,30.81,33.01,26.93,19.1,0.33,100.1,3.5,137.19,4.77,136.5,YES
2013,5,28,29.05,24.73,29.76,32.23,26.67,19.59,7.96,100.02,2.26,95.12,3.02,94.06,YES
2013,5,29,27.69,25.8,27.7,29.69,26.18,21,32.79,99.66,5.8,102.25,7.78,103.5,YES
2013,5,30,27.97,25.72,27.83,30.01,26.05,21,29.85,99.26,7.92,163.19,10.36,150.81,YES
2013,5,31,28.8,25.01,28.5,32.49,27.1,20.02,9.79,99.76,10.23,195.25,13.51,196.38,YES
2013,6,1,29.26,26.01,29.45,33,26.45,21.12,2.5,100.27,4.65,184.5,6.55,185.5,YES
2013,6,2,28.57,25.53,28.6,31.51,26.47,20.51,0.08,100.26,3.66,203.06,5.57,203.69,YES
2013,6,3,29.01,25.43,29.32,32.92,26.33,20.45,0,100.15,3.41,200.56,5.2,201,NO
2013,6,4,29.75,25.12,30.17,34.43,25.99,20.08,0,100.19,3.65,190.31,5.45,190.94,NO
2013,6,5,29.65,25.73,29.94,33.26,26.68,20.81,0,100.2,3.75,190.94,5.52,191.44,NO
2013,6,6,29.76,25.68,29.99,33.18,27.28,20.75,0.38,100.11,4.34,184.75,6.16,185.38,YES
2013,6,7,28.93,25.49,29.13,32,26.69,20.51,13.08,100.08,3.58,186,5.27,186.62,YES
2013,6,8,28.71,25.94,28.98,31.79,26.36,21.12,2.64,99.93,3.24,205.69,4.78,206.44,YES
2013,6,9,29.33,25.62,29.47,32.87,26.73,20.75,3.37,99.82,4.25,203.88,6.05,204.88,YES
2013,6,10,29.02,26.94,28.94,31.1,27.16,22.46,8.44,99.79,2.63,184.5,4.18,185.38,YES
2013,6,11,29.28,26.02,29.46,32.37,26.94,21.24,6.68,99.84,2.51,127.81,3.92,127.56,YES
2013,6,12,28.38,25.69,28.39,31.8,26.47,20.81,7.27,99.72,5.94,105.56,8.33,106.38,YES
2013,6,13,28.38,25.35,28.44,31.79,25.78,20.39,12.63,99.7,6.56,115.62,8.88,116.38,YES
2013,6,14,27.91,25.95,27.78,29.99,26.42,21.18,14.55,99.7,5.63,138.31,7.86,139,YES
2013,6,15,28.31,25.66,28.27,31.05,26.51,20.75,10.65,99.93,4.52,153.56,6.56,154.12,YES
2013,6,16,29.35,25.78,29.81,32.89,26.44,20.87,5.03,100.05,3.79,183.31,5.61,183.62,YES
2013,6,17,30.08,26,30.87,34.38,26.58,21.18,2.7,99.96,3.53,207.19,5.1,208.19,YES
2013,6,18,29.51,26.67,29.58,32.65,27.01,22.09,10.47,99.78,3.9,207.25,5.63,207.81,YES
2013,6,19,29.33,26.9,29.19,31.98,27.52,22.4,13.91,99.78,2.92,198.69,4.54,199.25,YES
2013,6,20,28.54,26.71,28.49,30.57,27.26,22.09,9.71,99.84,3.16,227.19,4.86,227.62,YES
2013,6,21,28.55,26.22,28.62,31.06,26.75,21.48,3.53,99.77,2.62,227.62,4.11,228.19,YES
2013,6,22,29.98,26.64,30.44,33.9,26.39,22.09,10.17,99.63,1.89,186.88,2.99,187.25,YES
2013,6,23,29.58,26.55,29.98,32.98,27.15,21.97,11.82,99.51,4.27,137.56,6.02,137.69,YES
2013,6,24,28.83,26.79,28.73,31.06,26.81,22.28,11.09,99.54,4.81,119.69,6.96,120.19,YES
2013,6,25,29.01,26.63,28.88,31.34,27.58,22.03,19.38,99.8,7.16,159.31,9.66,160.12,YES
2013,6,26,29.54,26.26,29.69,33.13,27.33,21.48,8.69,99.91,7.73,193.06,10.19,193.81,YES
2013,6,27,29.52,26.68,29.52,32.83,27.15,22.09,2.85,99.84,6.64,202.69,8.9,203.38,YES
2013,6,28,29.29,26.61,29.08,32.01,27.41,21.97,2.82,99.77,6.3,210.06,8.59,210.94,YES
2013,6,29,29.16,26.62,28.92,32.45,27.08,22.03,72.71,99.7,6.38,232.56,8.65,233.81,YES
2013,6,30,28.92,26.37,28.98,32.31,26.48,21.67,31.67,99.79,4.89,225.31,6.76,226.31,YES
2013,7,1,29.43,26.26,29.84,33.4,26.52,21.61,0.38,99.6,4.42,196.75,6.12,197.5,YES
2013,7,2,28.7,26.11,28.83,31.88,26.7,21.36,1.91,99.67,3.99,189.94,5.83,190.12,YES
2013,7,3,28.21,26.07,28.05,30.15,26.6,21.3,11.42,99.9,4.84,195,6.98,195.25,YES
2013,7,4,28.9,25.83,29.08,32.34,26.55,20.94,1.19,99.94,4.47,195.62,6.33,196.06,YES
2013,7,5,29.11,26.12,29.35,32.9,26.62,21.3,0.79,99.97,4.92,186.5,6.84,186.94,YES
2013,7,6,29,25.85,29.14,32.69,26.69,20.94,0.82,100.18,4.46,177.12,6.45,177.31,YES
2013,7,7,29.01,25.58,29.41,32.69,25.89,20.63,0.68,100.22,3.73,185.12,5.47,185.31,YES
2013,7,8,29.23,25.76,29.77,33.06,26.4,20.81,0.18,100.1,3.52,177.81,5.2,177.94,YES
2013,7,9,29.44,26.22,29.71,33.15,26.35,21.48,0.89,99.85,3.76,191,5.5,191.31,YES
2013,7,10,29.17,26.4,29.36,32.27,26.88,21.73,13.83,99.71,4.65,139.19,6.58,139.69,YES
2013,7,11,28.39,26.23,28.37,30.78,26.66,21.55,13.13,99.75,5.28,122.44,7.27,122.88,YES
2013,7,12,28.52,26.16,28.45,31.15,26.62,21.36,19.69,99.93,5.28,159.88,7.35,160.62,YES
2013,7,13,28.24,25.51,28.19,31.2,26.21,20.57,2.28,99.99,4.43,187.94,6.52,188.44,YES
2013,7,14,29.72,25.79,30.33,34.23,25.97,20.94,0.68,99.79,2.45,213,3.98,214,YES
2013,7,15,29.34,26.3,29.87,33.34,26.31,21.61,5.43,99.77,3.1,178.06,4.58,177.81,YES
2013,7,16,28.59,26.39,28.58,31.22,26.64,21.67,5.1,99.84,3.67,144.88,5.28,144.69,YES
2013,7,17,29.4,26.02,29.71,33.27,26.52,21.24,2.61,99.81,4.41,175.06,6.3,175.31,YES
2013,7,18,29.18,26.44,29.47,32.73,26.62,21.85,9.08,99.57,3.95,173.94,5.79,174.06,YES
2013,7,19,29.4,26.69,29.54,32.55,27.19,22.16,12.16,99.57,3.71,164.31,5.55,164.62,YES
2013,7,20,29.18,26.67,29.22,32.44,27.06,22.09,4.68,99.72,4.09,148.56,6.05,148.88,YES
2013,7,21,29.3,26.93,29.43,32.62,27.18,22.46,5.62,99.49,3.48,136.31,5.23,136.5,YES
2013,7,22,29.12,26.65,29.27,32.8,26.85,22.09,4.11,99.47,4.73,120.81,6.77,121.19,YES
2013,7,23,28.92,26.69,28.87,31.63,27.17,22.16,8.41,99.63,4.41,135.75,6.45,136.12,YES
2013,7,24,28.37,26.64,28.26,30.35,26.81,22.03,9.25,99.7,3.54,147,5.4,147.31,YES
2013,7,25,28.38,26.43,28.39,30.85,26.42,21.85,14.22,99.44,2.15,159.12,3.44,159.25,YES
2013,7,26,28.45,26.4,28.26,31.37,26.36,21.85,36.43,99.33,4.95,202.62,6.6,203.69,YES
2013,7,27,28,26.07,27.75,30.19,26.5,21.3,18.26,99.75,7.09,204.94,9.65,206,YES
2013,7,28,27.92,26.37,27.69,29.7,26.44,21.67,39.12,100,5.4,215.38,7.57,216.12,YES
2013,7,29,27.25,26.07,27.14,28.76,25.86,21.36,22.16,99.56,5.17,222.56,6.95,223.88,YES
2013,7,30,28.06,26.17,28.07,31.36,25.99,21.55,7.89,99.22,6.31,115.88,8.36,117.06,YES
2013,7,31,27.99,25.79,27.98,30.98,25.62,21,10.28,99.47,4.81,158.75,6.7,159.44,YES
2013,8,1,27.94,25.62,27.86,30.62,25.97,20.75,6.87,99.75,4.88,167,7.03,167.44,YES
2013,8,2,28.59,25.63,28.87,32.49,25.62,20.69,0.2,100.02,2.78,187.75,4.48,188.06,YES
2013,8,3,28.48,25.73,28.62,31.69,25.69,20.81,1.03,100.09,2.04,191.81,3.41,191.75,YES
2013,8,4,28.43,26.09,28.41,31.51,26.19,21.24,0.94,100.04,2.73,182.19,4.38,182.19,YES
2013,8,5,28.31,26.05,28.32,31.76,25.77,21.18,6.16,100.08,3.16,135.06,4.65,135.19,YES
2013,8,6,27.86,25.99,27.7,30.02,26.01,21.12,18.75,100.1,4.52,161.75,6.59,162.38,YES
2013,8,7,27.78,26.19,27.51,29.76,26.37,21.36,25.38,100.2,5.47,194.06,7.83,194.56,YES
2013,8,8,27.72,26.23,27.48,29.87,26.2,21.42,29.33,100.17,4.27,192.25,6.32,192.69,YES
2013,8,9,28.26,26.82,28.08,30.62,26.33,22.22,7.09,100.11,3.24,168.5,4.98,168.75,YES
2013,8,10,27.98,26.08,27.8,30.37,26.08,21.24,9.88,100.19,2.6,227.62,4.36,228.19,YES
2013,8,11,27.76,25.83,27.66,30.61,25.91,20.87,12.36,100.29,2.89,169,4.59,169.38,YES
2013,8,12,27.62,25.84,27.55,30,25.67,20.94,6.33,100.21,4.64,161.81,6.77,162.12,YES
2013,8,13,28.08,25.83,28.03,31.04,25.66,20.94,0.72,100.17,2.49,168.75,4.09,169,YES
2013,8,14,28.33,25.87,28.33,31.15,26.12,21,1.83,100.14,1.95,168.19,3.12,168.31,YES
2013,8,15,28.2,26.05,28.21,31.1,26.08,21.18,10,100.23,2.52,169.81,4.12,169.81,YES
2013,8,16,27.58,25.93,27.55,29.87,25.86,21.06,5.01,100.13,2.54,152.25,3.99,152.75,YES
2013,8,17,28.03,26.01,27.87,31.01,25.98,21.18,3.23,99.97,2.09,170.69,3.38,170.75,YES
2013,8,18,27.51,25.61,27.43,29.41,25.82,20.69,24.08,99.8,2.55,261.25,3.97,261.06,YES
2013,8,19,27.19,25.69,27.01,29.43,25.75,20.87,32.67,99.61,4.02,203.25,5.91,204,YES
2013,8,20,27.28,25.84,26.98,29.01,25.86,21.12,36.11,99.29,7.6,157.81,10.42,159.12,YES
2013,8,21,27.73,26.08,27.53,30.59,26.13,21.36,31.52,99.55,6.35,169.81,8.75,170.62,YES
2013,8,22,28.11,26.04,28.12,31.14,26.02,21.24,3.84,99.87,4.27,157.06,6.35,157.38,YES
2013,8,23,28.26,26.05,28.43,32.11,25.8,21.24,0.37,100.02,3.17,177.38,4.91,177.25,YES
2013,8,24,28.54,26.11,28.76,31.83,25.56,21.3,1.39,100.06,2.35,189.25,3.77,189.5,YES
2013,8,25,29.02,26.73,29.05,32.22,26.34,22.09,5.1,99.96,2.97,252.75,4.75,253.5,YES
2013,8,26,27.83,26.46,27.73,30,26.23,21.79,27.5,99.91,3.23,239.31,4.99,240.12,YES
2013,8,27,27.32,26.33,27.13,29.01,26.19,21.61,49.3,99.96,4.28,218.75,6.22,219.38,YES
2013,8,28,26.6,25.33,26.33,27.67,25.82,20.32,20.64,100.11,6.96,195.69,9.59,196.75,YES
2013,8,29,27.15,25.63,26.88,29.01,25.51,20.63,3.84,100.34,4.73,195.88,7,196.62,YES
2013,8,30,28.07,25.76,27.92,31.43,25.65,20.81,2.27,100.26,5.16,208.81,7.41,209.62,YES
2013,8,31,28.65,26.6,28.54,32,26.15,21.91,0.79,100.21,4.88,217.94,7.05,218.94,YES
2013,9,1,28.05,26.81,27.83,29.82,26.45,22.16,13.19,100.23,3.18,221.19,5.06,222.12,YES
2013,9,2,28.38,26.99,28.25,30.53,26.9,22.4,8.64,100.32,3.8,210.88,5.67,211.44,YES
2013,9,3,28.1,26.57,27.9,30.46,26.71,21.85,3.79,100.26,4.17,225.19,6.12,226.12,YES
2013,9,4,27.6,26.12,27.38,29.84,26.21,21.3,1.18,100.22,3,248.44,4.84,248.94,YES
2013,9,5,28.33,25.9,28.21,32.09,25.51,21,1.25,100.22,3.03,254.19,4.75,254.69,YES
2013,9,6,28.17,26,28.13,31.63,25.76,21.06,11.29,100.38,2.11,216.31,3.75,217.5,YES
2013,9,7,27.56,25.51,27.58,30.66,25.37,20.45,6.17,100.53,2.15,193.44,3.42,193.69,YES
2013,9,8,27.34,25.09,27.46,30.65,25.12,19.9,18.83,100.66,2.16,191.12,3.59,190.94,YES
2013,9,9,27.15,25.4,27.12,29.37,25.54,20.26,9.16,100.71,2.04,185.19,3.51,185.75,YES
2013,9,10,27.09,25.07,27.11,29.92,25.14,19.9,4.78,100.56,2.45,195.88,4.01,195.94,YES
2013,9,11,27.11,25.4,27.02,29.48,25.25,20.32,3.68,100.54,2.16,200.56,3.66,200.88,YES
2013,9,12,28.49,25.29,28.56,31.83,25.23,20.14,0.17,100.65,1.5,173.25,2.36,172.94,YES
2013,9,13,28.66,25.94,28.73,32.49,25.49,21,2.13,100.59,1.95,213.56,3.49,213.44,YES
2013,9,14,28.37,26.06,28.53,31.76,26.04,21.18,1.67,100.38,1.95,210.75,3.48,208.81,YES
